rank,2023 RANK,Institution_name,location_QS,SIZE,FOCUS,RESEARCH,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,scores_overall_QS,Rank,scores_overall_THE,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location_THE,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,Country
1100.5,1100.5,Amity University,India,L,CO,VH,2.0,B,8.5,601.0,7.6,601.0,10.6,701.0,5.9,701.0,3.8,701.0,21.8,519.0,22.4,524.0,9.1,701.0,1.9,701.0,37.150000000000006,155.0,66.3,8110.0,23.6,1102.0,14.0,1203.0,62.3,724.0,20.0,1527.0,31.1,1457.0,India,30989,17.1,7,0.888888889,India
1100.5,1100.5,Amrita Vishwa Vidyapeetham,India,L,FC,VH,2.0,B,4.8,601.0,4.1,601.0,25.3,579.0,5.2,701.0,37.0,438.0,1.7,701.0,1.4,701.0,4.5,701.0,1.1,701.0,37.150000000000006,155.0,66.3,8120.0,28.4,779.0,20.5,786.0,60.8,762.0,41.1,952.0,36.9,1244.0,India,22085,11.8,5,0.888888889,India
1100.5,1100.5,An-Najah National University,"Palestinian Territory, Occupied",L,FC,MD,4.0,A,6.4,601.0,16.5,518.0,7.3,701.0,2.2,701.0,36.2,446.0,25.0,473.0,1.3,701.0,10.9,701.0,3.1,701.0,37.150000000000006,155.0,66.3,10110.0,13.3,1829.0,9.8,1665.0,65.4,667.0,21.0,1478.0,61.2,555.0,Palestine,24835,21.7,11,0.888888889,"Palestinian Territory, Occupied"
1100.5,585.5,"Arab Academy for Science, Technology and Maritime Transport",Egypt,L,FO,HI,4.0,A,5.3,601.0,5.8,601.0,32.6,486.0,1.5,701.0,6.9,701.0,26.8,450.0,1.1,701.0,11.4,701.0,1.1,701.0,37.150000000000006,155.0,66.3,12150.0,28.1,801.0,12.3,1373.0,32.9,1377.0,22.6,1413.0,53.3,703.0,Egypt,37942,13.9,10,0.888888889,Egypt
1100.5,1100.5,Baku State University,Azerbaijan,L,FO,VH,5.0,A,9.6,601.0,3.2,601.0,33.9,472.0,1.4,701.0,2.1,701.0,1.7,701.0,1.1,701.0,9.6,701.0,1.0,701.0,37.150000000000006,1501.0,66.3,15440.0,20.1,1363.0,8.6,1839.0,13.8,1786.0,19.7,1545.0,35.5,1293.0,Azerbaijan,23684,13.2,2,0.888888889,Azerbaijan
1100.5,1100.5,Banaras Hindu University,India,L,FC,HI,5.0,A,12.1,601.0,6.5,601.0,15.9,701.0,7.8,701.0,1.2,701.0,1.6,701.0,15.3,591.0,6.3,701.0,4.1,701.0,37.150000000000006,155.0,66.3,6170.0,47.2,172.0,16.4,1012.0,66.4,640.0,26.8,1266.0,25.0,1702.0,India,12620,8.0,3,0.888888889,India
1100.5,1100.5,Baylor University,United States,L,CO,VH,5.0,B,6.1,601.0,16.8,514.0,11.7,701.0,8.3,701.0,2.4,701.0,3.8,701.0,3.5,701.0,12.8,673.0,3.8,701.0,37.150000000000006,155.0,66.3,6200.0,39.2,328.0,19.7,828.0,61.3,746.0,54.8,728.0,38.6,1165.0,United States,20859,19.0,6,0.888888889,United States
1100.5,1100.5,BRAC University,Bangladesh,L,CO,MD,2.0,B,10.6,601.0,29.1,336.0,12.4,701.0,1.9,701.0,2.5,701.0,1.4,701.0,1.1,701.0,9.6,701.0,1.1,701.0,37.150000000000006,155.0,66.3,8250.0,14.8,1765.0,12.3,1374.0,71.1,533.0,15.7,1894.0,42.2,1044.0,Bangladesh,13027,16.9,1,0.888888889,Bangladesh
1100.5,1100.5,Canterbury Christ Church University,United Kingdom,L,CO,HI,4.0,A,5.7,601.0,2.1,601.0,5.8,701.0,4.1,701.0,35.9,447.0,72.8,194.0,1.0,701.0,8.6,701.0,1.0,701.0,37.150000000000006,155.0,66.3,10290.0,20.7,1318.0,13.8,1221.0,44.6,1130.0,18.0,1663.0,59.6,592.0,United Kingdom,11155,20.1,15,0.888888889,United Kingdom
1100.5,1300.5,Chung Yuan Christian University,Taiwan,L,CO,HI,3.0,A,5.8,601.0,5.2,601.0,4.4,701.0,15.1,631.0,4.4,701.0,7.2,701.0,1.0,701.0,19.2,437.0,3.2,701.0,37.150000000000006,155.0,66.3,10340.0,18.1,1539.0,24.4,632.0,39.0,1239.0,62.6,601.0,41.2,1073.0,Taiwan,15939,33.5,7,0.888888889,Taiwan
1100.5,1100.5,Chungbuk National University,South Korea,L,FC,HI,4.0,A,5.4,601.0,2.8,601.0,30.6,512.0,8.6,701.0,7.0,701.0,4.3,701.0,1.9,701.0,4.5,701.0,1.1,701.0,37.150000000000006,155.0,66.3,12460.0,26.5,908.0,21.2,759.0,29.9,1444.0,50.6,799.0,29.6,1511.0,South Korea,17075,14.0,5,0.888888889,South Korea
1100.5,1100.5,Doshisha University,Japan,L,CO,HI,5.0,B,9.0,601.0,13.7,592.0,5.3,701.0,2.1,701.0,18.6,606.0,4.0,701.0,1.1,701.0,15.9,527.0,1.0,701.0,37.150000000000006,1501.0,66.3,15980.0,17.9,1555.0,10.9,1534.0,11.1,1838.0,30.7,1166.0,35.5,1294.0,Japan,27624,18.6,4,0.888888889,Japan
1100.5,1100.5,Escuela Politécnica Nacional,Ecuador,M,FO,VH,5.0,A,6.3,601.0,17.6,498.0,16.6,701.0,3.3,701.0,6.7,701.0,1.9,701.0,1.1,701.0,10.6,701.0,1.1,701.0,37.150000000000006,1501.0,66.3,16040.0,18.2,1535.0,9.4,1728.0,29.0,1470.0,18.6,1617.0,52.1,735.0,Ecuador,7458,13.2,1,0.888888889,Ecuador
1100.5,585.5,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",L,CO,VH,4.0,A,5.8,601.0,10.3,601.0,3.5,701.0,25.8,472.0,1.3,701.0,7.9,701.0,18.1,559.0,5.4,701.0,19.9,545.0,37.150000000000006,155.0,66.3,8600.0,28.6,765.0,26.8,546.0,48.2,1050.0,45.4,888.0,38.6,1167.0,Iran,25009,30.5,11,0.888888889,"Iran, Islamic Republic of"
1100.5,1100.5,Financial University under the Government of the Russian Federation,Russia,L,FO,VH,5.0,A,5.5,601.0,7.8,601.0,37.1,426.0,1.6,701.0,4.1,701.0,13.1,660.0,1.9,701.0,33.4,230.0,5.2,701.0,37.150000000000006,155.0,66.3,10540.0,26.7,891.0,18.0,916.0,50.3,1015.0,30.9,1159.0,34.5,1337.0,Russian Federation,16580,13.0,9,0.888888889,Russia
1100.5,900.5,German Jordanian University,Jordan,S,FO,VH,2.0,A,7.1,601.0,13.4,601.0,18.8,701.0,4.8,701.0,44.1,382.0,14.4,632.0,1.1,701.0,10.6,701.0,1.0,701.0,37.150000000000006,155.0,66.3,12880.0,17.8,1566.0,11.4,1476.0,40.6,1211.0,19.5,1559.0,69.1,418.0,Jordan,4255,12.8,11,0.888888889,Jordan
1100.5,1100.5,Glasgow Caledonian University,United Kingdom,L,FO,VH,3.0,A,5.5,601.0,4.9,601.0,4.4,701.0,6.5,701.0,31.4,479.0,37.5,366.0,2.4,701.0,11.2,701.0,14.0,624.0,37.150000000000006,155.0,66.3,6580.0,20.7,1319.0,13.9,1209.0,66.7,630.0,46.1,877.0,75.6,318.0,United Kingdom,14840,24.1,18,0.888888889,United Kingdom
1100.5,900.5,Harbin Engineering University,China (Mainland),XL,FO,VH,4.0,A,4.6,601.0,2.0,601.0,14.6,701.0,23.0,513.0,2.5,701.0,2.0,701.0,2.1,701.0,6.2,701.0,1.3,701.0,37.150000000000006,155.0,66.3,8710.0,28.1,802.0,30.6,451.0,43.6,1149.0,64.9,548.0,24.4,1726.0,China,33528,19.8,2,0.970833333,China (Mainland)
1100.5,775.5,Howard University,United States,M,FC,HI,5.0,B,6.5,601.0,7.7,601.0,46.7,336.0,3.4,701.0,1.1,701.0,3.8,701.0,2.6,701.0,16.1,520.0,1.2,701.0,37.150000000000006,155.0,66.3,8730.0,48.0,160.0,18.8,874.0,41.6,1192.0,39.8,982.0,39.3,1140.0,United States,10199,9.7,5,0.888888889,United States
1100.5,900.5,Hungarian University of Agriculture and Life Sciences,Hungary,M,FO,VH,5.0,B,5.6,601.0,4.0,601.0,34.1,469.0,2.9,701.0,1.9,701.0,29.1,429.0,8.5,701.0,5.5,701.0,1.4,701.0,37.150000000000006,155.0,66.3,13020.0,25.8,950.0,11.6,1453.0,32.5,1390.0,23.0,1401.0,62.3,536.0,Hungary,10252,11.6,16,0.888888889,Hungary
1100.5,1100.5,Jiangnan University,China (Mainland),L,FC,VH,2.0,A,4.9,601.0,6.8,601.0,16.8,701.0,20.5,552.0,18.6,606.0,14.4,632.0,5.8,701.0,5.3,701.0,1.2,701.0,37.150000000000006,155.0,66.3,8920.0,24.7,1027.0,22.4,716.0,60.2,771.0,76.6,308.0,24.0,1742.0,China,31018,12.9,1,0.888888889,China (Mainland)
1100.5,725.5,Kagoshima University,Japan,M,FC,HI,4.0,A,6.1,601.0,2.9,601.0,65.8,206.0,3.9,701.0,4.0,701.0,3.0,701.0,1.8,701.0,7.2,701.0,1.3,701.0,37.150000000000006,155.0,66.3,13220.0,25.7,958.0,13.5,1252.0,24.0,1584.0,55.2,721.0,27.7,1590.0,Japan,10257,10.1,3,0.888888889,Japan
1100.5,1100.5,Kazan National Research Technological University,Russia,L,FO,VH,5.0,A,5.0,601.0,3.6,601.0,23.1,615.0,1.4,701.0,2.5,701.0,44.0,329.0,1.0,701.0,7.8,701.0,1.0,701.0,37.150000000000006,1501.0,66.3,16800.0,21.9,1237.0,8.8,1822.0,12.4,1813.0,36.1,1070.0,35.4,1302.0,Russian Federation,13088,11.6,16,0.888888889,Russia
1100.5,1100.5,Kyoto Institute of Technology,Japan,S,FO,VH,4.0,A,6.4,601.0,4.0,601.0,16.2,701.0,12.9,678.0,11.0,701.0,7.9,701.0,1.0,701.0,7.8,701.0,1.1,701.0,37.150000000000006,155.0,66.3,13340.0,27.2,863.0,17.1,962.0,15.2,1762.0,73.3,361.0,33.7,1363.0,Japan,3943,13.8,6,0.888888889,Japan
1100.5,1100.5,Leeds Beckett University,United Kingdom,L,CO,HI,3.0,A,4.4,601.0,8.0,601.0,4.4,701.0,8.1,701.0,35.2,453.0,18.0,574.0,2.2,701.0,11.5,701.0,1.6,701.0,37.150000000000006,155.0,66.3,9110.0,17.7,1581.0,16.2,1033.0,65.0,673.0,49.9,809.0,67.3,440.0,United Kingdom,20360,21.9,15,0.888888889,United Kingdom
1100.5,900.5,Lodz University of Technology,Poland,M,CO,VH,4.0,A,5.4,601.0,3.7,601.0,42.4,372.0,8.3,701.0,4.2,701.0,3.5,701.0,7.8,701.0,8.4,701.0,3.9,701.0,37.150000000000006,155.0,66.3,13370.0,21.2,1287.0,15.7,1072.0,34.4,1340.0,66.9,504.0,29.8,1501.0,Poland,11706,13.1,5,0.888888889,Poland
1100.5,1300.5,Mansoura University,Egypt,XL,FC,HI,4.0,A,12.9,601.0,8.1,601.0,3.2,701.0,2.4,701.0,5.8,701.0,4.1,701.0,33.5,428.0,9.6,701.0,19.9,545.0,37.150000000000006,155.0,66.3,9200.0,19.5,1422.0,12.4,1366.0,68.1,600.0,31.8,1145.0,74.1,349.0,Egypt,174302,40.2,4,0.888888889,Egypt
1100.5,1300.5,Meiji University,Japan,XL,CO,HI,5.0,C,7.4,601.0,24.5,390.0,4.9,701.0,1.7,701.0,10.1,701.0,5.3,701.0,1.5,701.0,16.0,524.0,1.1,701.0,37.150000000000006,1501.0,66.3,17200.0,16.3,1679.0,12.1,1399.0,13.5,1794.0,40.8,961.0,31.4,1447.0,Japan,32810,34.0,5,0.888888889,Japan
1100.5,1100.5,Mississippi State University,United States,L,CO,VH,5.0,A,6.0,601.0,5.8,601.0,6.7,701.0,18.4,576.0,15.7,657.0,3.2,701.0,9.2,688.0,10.8,701.0,11.7,647.0,37.150000000000006,155.0,66.3,7120.0,27.3,861.0,20.0,813.0,58.8,804.0,66.2,522.0,50.7,781.0,United States,21181,14.6,4,0.888888889,United States
1100.5,1100.5,Mustansiriyah University,Iraq,XL,FC,HI,4.0,A,3.7,601.0,5.3,601.0,43.7,359.0,1.3,701.0,33.0,466.0,4.0,701.0,1.0,701.0,9.3,701.0,1.0,701.0,37.150000000000006,1501.0,66.3,17380.0,25.3,981.0,8.4,1857.0,16.0,1744.0,19.1,1582.0,32.5,1403.0,Iraq,30964,6.5,1,0.888888889,Iraq
1100.5,1100.5,Mutah University,Jordan,M,FC,MD,3.0,A,7.6,601.0,8.9,601.0,10.1,701.0,1.7,701.0,10.1,701.0,43.6,330.0,1.0,701.0,8.7,701.0,1.7,701.0,37.150000000000006,155.0,66.3,13600.0,29.7,705.0,11.5,1467.0,27.6,1503.0,20.9,1486.0,61.2,557.0,Jordan,11348,15.5,18,0.888888889,Jordan
1100.5,1100.5,Nanjing Normal University,China (Mainland),XL,SP,Unknown,3.0,A,5.1,601.0,1.7,601.0,16.6,701.0,21.6,532.0,18.6,606.0,4.6,701.0,7.5,701.0,6.4,701.0,7.1,701.0,37.150000000000006,155.0,66.3,9300.0,25.1,992.0,15.1,1114.0,66.5,636.0,50.7,798.0,29.8,1502.0,China,32700,13.5,2,0.888888889,China (Mainland)
1100.5,900.5,Novosibirsk State Technical University,Russia,M,FO,VH,4.0,A,6.8,601.0,5.9,601.0,29.1,532.0,1.8,701.0,1.4,701.0,44.6,325.0,1.0,701.0,9.9,701.0,1.3,701.0,37.150000000000006,1501.0,66.3,17700.0,20.2,1360.0,12.4,1369.0,12.8,1801.0,23.2,1392.0,36.1,1271.0,Russian Federation,12615,14.6,17,0.888888889,Russia
1100.5,1300.5,Panjab University,India,L,CO,VH,4.0,A,6.7,601.0,5.9,601.0,5.6,701.0,21.0,545.0,18.6,606.0,1.8,701.0,1.9,701.0,29.8,265.0,2.2,701.0,37.150000000000006,155.0,66.3,7440.0,32.6,566.0,16.2,1036.0,67.9,605.0,39.2,1001.0,23.5,1758.0,India,19695,18.6,1,0.888888889,India
1100.5,900.5,Russian Presidential Academy of National Economy and Public Administration,Russia,XL,FO,HI,3.0,A,5.2,601.0,6.8,601.0,49.0,320.0,1.1,701.0,2.0,701.0,3.0,701.0,1.1,701.0,26.0,315.0,1.1,701.0,37.150000000000006,1501.0,66.3,18160.0,26.8,884.0,17.1,965.0,18.1,1712.0,19.4,1568.0,23.2,1771.0,Russian Federation,18646,10.4,4,0.888888889,Russia
1100.5,900.5,Saint-Petersburg Mining University,Russia,M,FO,VH,5.0,A,3.7,601.0,3.1,601.0,53.9,285.0,2.2,701.0,19.7,592.0,20.6,539.0,1.0,701.0,12.0,701.0,4.1,701.0,37.150000000000006,155.0,66.3,7600.0,29.7,709.0,16.9,979.0,69.3,572.0,50.4,801.0,43.1,1017.0,Russian Federation,8345,13.4,12,0.888888889,Russia
1100.5,1100.5,San Diego State University,United States,XL,CO,VH,5.0,A,5.2,601.0,3.0,601.0,3.2,701.0,17.1,598.0,6.5,701.0,4.4,701.0,27.1,479.0,17.8,467.0,23.7,506.0,37.150000000000006,155.0,66.3,9630.0,21.5,1272.0,11.9,1417.0,71.1,535.0,58.3,672.0,37.0,1240.0,United States,32069,28.1,5,0.888888889,United States
1100.5,1100.5,Sheffield Hallam University,United Kingdom,L,CO,HI,3.0,A,6.5,601.0,12.1,601.0,10.0,701.0,4.9,701.0,35.0,455.0,30.9,412.0,6.7,701.0,11.9,701.0,2.5,701.0,37.150000000000006,155.0,66.3,9700.0,19.4,1437.0,14.4,1170.0,66.7,632.0,33.1,1126.0,64.0,503.0,United Kingdom,26580,17.7,12,0.888888889,United Kingdom
1100.5,1100.5,Silesian University of Technology,Poland,L,FO,VH,4.0,A,6.5,601.0,3.6,601.0,27.7,549.0,6.2,701.0,2.4,701.0,4.4,701.0,9.0,697.0,11.1,701.0,1.4,701.0,37.150000000000006,155.0,66.3,14250.0,21.8,1248.0,15.6,1079.0,39.4,1227.0,31.5,1149.0,26.6,1635.0,Poland,17424,12.0,4,0.888888889,Poland
1100.5,900.5,Slovak University of Technology in Bratislava,Slovakia,L,FO,VH,4.0,A,9.7,601.0,7.9,601.0,34.7,460.0,3.6,701.0,2.1,701.0,2.7,701.0,2.6,701.0,18.2,459.0,1.4,701.0,37.150000000000006,1501.0,66.3,18460.0,27.6,837.0,12.0,1410.0,22.3,1629.0,28.7,1215.0,32.8,1394.0,Slovakia,10678,8.5,7,0.888888889,Slovakia
1100.5,585.5,Soonchunhyang University,South Korea,M,FC,HI,3.0,B,5.0,601.0,2.9,601.0,46.6,337.0,7.3,701.0,5.7,701.0,4.8,701.0,1.0,701.0,6.8,701.0,1.1,701.0,37.150000000000006,155.0,66.3,14290.0,19.8,1394.0,25.4,592.0,33.0,1376.0,48.2,835.0,35.0,1320.0,South Korea,10329,21.4,6,0.888888889,South Korea
1100.5,900.5,Széchenyi István University,Hungary,M,FC,MD,2.0,C,8.1,601.0,24.7,388.0,22.8,622.0,1.6,701.0,4.2,701.0,6.6,701.0,1.0,701.0,9.2,701.0,1.3,701.0,37.150000000000006,1501.0,66.3,18620.0,19.1,1460.0,11.7,1446.0,23.2,1605.0,17.4,1717.0,29.6,1514.0,Hungary,9573,14.8,5,0.888888889,Hungary
1100.5,1100.5,Taibah University,Saudi Arabia,XL,FC,HI,2.0,A,5.7,601.0,2.3,601.0,4.1,701.0,3.2,701.0,97.7,121.0,2.3,701.0,2.4,701.0,4.5,701.0,2.1,701.0,37.150000000000006,155.0,66.3,11740.0,14.4,1783.0,10.2,1628.0,54.2,910.0,18.5,1628.0,76.0,314.0,Saudi Arabia,61471,24.4,2,0.888888889,Saudi Arabia
1100.5,900.5,Technical University of Liberec,Czech Republic,M,SP,Unknown,4.0,A,4.3,601.0,3.2,601.0,45.5,346.0,4.3,701.0,16.4,647.0,10.1,701.0,1.6,701.0,7.8,701.0,1.0,701.0,37.150000000000006,1501.0,66.3,18640.0,21.0,1302.0,18.9,872.0,18.2,1711.0,34.5,1102.0,44.2,983.0,Czech Republic,5303,13.3,10,0.888888889,Czech Republic
1100.5,1100.5,Telkom University,Indonesia,L,SP,Unknown,2.0,C,7.4,601.0,9.4,601.0,27.0,561.0,1.4,701.0,22.3,568.0,3.6,701.0,1.0,701.0,10.4,701.0,3.4,701.0,37.150000000000006,1501.0,66.3,18710.0,15.0,1754.0,11.0,1530.0,28.5,1485.0,21.3,1468.0,38.1,1189.0,Indonesia,18956,16.8,3,0.888888889,Indonesia
1100.5,1100.5,Tokai University,Japan,L,FC,HI,2.0,B,11.4,601.0,6.4,601.0,14.4,701.0,3.0,701.0,6.0,701.0,3.1,701.0,1.6,701.0,7.8,701.0,1.2,701.0,37.150000000000006,155.0,66.3,14620.0,18.3,1533.0,12.0,1411.0,36.5,1292.0,46.0,880.0,30.4,1486.0,Japan,28334,16.0,4,0.888888889,Japan
1100.5,725.5,Tokushima University,Japan,M,FC,VH,4.0,A,4.8,601.0,1.9,601.0,66.3,200.0,6.6,701.0,2.7,701.0,2.4,701.0,1.2,701.0,9.0,701.0,1.0,701.0,37.150000000000006,155.0,66.3,14630.0,29.2,737.0,24.0,653.0,24.4,1575.0,81.6,243.0,26.4,1649.0,Japan,7482,9.7,2,0.888888889,Japan
1100.5,900.5,Universidad del Valle,Colombia,XL,FC,MD,4.0,A,18.2,492.0,15.0,549.0,8.1,701.0,2.0,701.0,2.2,701.0,1.4,701.0,1.2,701.0,10.0,701.0,2.1,701.0,37.150000000000006,1501.0,66.3,18880.0,23.2,1143.0,8.7,1836.0,12.2,1817.0,17.9,1678.0,40.6,1100.0,Colombia,33442,8.9,1,0.888888889,Colombia
1100.5,1100.5,Universitas Sebelas Maret,Indonesia,XL,FC,HI,3.0,A,10.7,601.0,11.5,601.0,13.6,701.0,1.5,701.0,10.3,701.0,2.0,701.0,1.0,701.0,7.5,701.0,7.0,701.0,37.150000000000006,155.0,66.3,14130.0,19.3,1444.0,19.3,851.0,33.9,1354.0,48.3,834.0,33.3,1381.0,Indonesia,27580,16.9,2,0.888888889,Indonesia
1100.5,1100.5,Université de Poitiers,France,L,CO,VH,5.0,A,8.7,601.0,2.0,601.0,4.9,701.0,6.2,701.0,18.6,606.0,29.1,431.0,36.3,409.0,7.8,701.0,2.3,701.0,37.150000000000006,155.0,66.3,9490.0,28.6,768.0,25.7,585.0,36.0,1300.0,45.0,893.0,58.9,605.0,France,29280,31.5,11,0.888888889,France
1100.5,900.5,Universiti Malaysia Perlis,Malaysia,M,FO,VH,2.0,A,7.3,601.0,5.5,601.0,24.1,590.0,7.5,701.0,2.0,701.0,4.0,701.0,1.6,701.0,9.0,701.0,15.6,601.0,37.150000000000006,155.0,66.3,13410.0,21.6,1258.0,12.5,1359.0,46.0,1097.0,26.0,1300.0,33.3,1379.0,Malaysia,10836,13.6,3,0.888888889,Malaysia
1100.5,1100.5,Universiti Malaysia Sabah (UMS),Malaysia,L,FC,HI,3.0,A,13.6,601.0,10.0,601.0,7.8,701.0,3.3,701.0,9.8,701.0,4.0,701.0,1.7,701.0,9.6,701.0,2.0,701.0,37.150000000000006,1501.0,66.3,18840.0,17.8,1574.0,14.3,1183.0,25.0,1563.0,21.8,1449.0,41.8,1061.0,Malaysia,17316,16.6,4,0.888888889,Malaysia
1100.5,1100.5,Universiti Malaysia Sarawak (UNIMAS),Malaysia,L,FC,HI,3.0,A,12.6,601.0,8.7,601.0,11.9,701.0,3.0,701.0,37.3,433.0,8.7,701.0,1.3,701.0,8.9,701.0,1.2,701.0,37.150000000000006,155.0,66.3,11080.0,29.9,695.0,19.3,849.0,22.9,1614.0,66.9,505.0,61.0,564.0,Malaysia,12158,14.9,13,0.888888889,Malaysia
1100.5,1100.5,Universiti Malaysia Terengganu (UMT),Malaysia,M,FO,VH,2.0,A,10.0,601.0,4.6,601.0,10.8,701.0,9.3,701.0,12.9,701.0,6.7,701.0,7.4,701.0,8.6,701.0,23.7,506.0,37.150000000000006,155.0,66.3,11870.0,19.1,1462.0,18.7,885.0,47.6,1069.0,30.1,1180.0,49.7,813.0,Malaysia,10143,16.8,5,0.888888889,Malaysia
1100.5,1300.5,University of Colombo,Sri Lanka,L,CO,HI,5.0,A,11.7,601.0,14.8,555.0,2.5,701.0,3.1,701.0,1.1,701.0,1.3,701.0,1.1,701.0,44.5,161.0,19.9,545.0,37.150000000000006,155.0,66.3,10350.0,25.4,974.0,10.6,1569.0,60.2,768.0,18.7,1607.0,39.3,1139.0,Sri Lanka,34058,32.0,0,0.888888889,Sri Lanka
1100.5,1100.5,University of Derby,United Kingdom,L,CO,HI,3.0,A,4.8,601.0,3.2,601.0,11.3,701.0,4.7,701.0,30.5,486.0,48.5,305.0,4.4,701.0,9.3,701.0,3.8,701.0,37.150000000000006,155.0,66.3,6420.0,18.5,1504.0,12.8,1322.0,71.8,514.0,26.5,1281.0,75.0,329.0,United Kingdom,16170,15.8,18,0.888888889,United Kingdom
1100.5,585.5,University of Deusto,Spain,M,FO,VH,5.0,Unknown,5.8,601.0,20.9,445.0,5.0,701.0,6.8,701.0,18.6,606.0,14.4,632.0,1.3,701.0,12.7,677.0,19.9,545.0,37.150000000000006,155.0,66.3,8540.0,22.5,1186.0,23.2,676.0,54.3,904.0,36.6,1059.0,42.3,1040.0,Spain,9570,18.8,6,0.888888889,Spain
1100.5,1300.5,University of Karachi,Pakistan,XL,CO,HI,4.0,A,10.4,601.0,15.3,540.0,1.6,701.0,4.6,701.0,3.8,701.0,1.1,701.0,2.6,701.0,6.9,701.0,12.3,640.0,37.150000000000006,1501.0,66.3,16740.0,14.1,1797.0,10.6,1574.0,19.5,1689.0,24.5,1352.0,44.4,976.0,Pakistan,47337,39.3,0,0.888888889,Pakistan
1100.5,1100.5,University of Nairobi,Kenya,XL,FC,MD,4.0,A,9.6,601.0,14.6,557.0,18.1,701.0,1.7,701.0,18.6,606.0,14.4,632.0,3.6,701.0,54.4,116.0,4.1,701.0,37.150000000000006,155.0,66.3,13640.0,12.0,1877.0,10.6,1577.0,45.9,1099.0,18.8,1604.0,49.8,805.0,Kenya,52678,34.5,2,0.888888889,Kenya
1100.5,1300.5,University of North Carolina at Charlotte,United States,L,CO,VH,4.0,A,5.7,601.0,4.5,601.0,5.0,701.0,14.1,656.0,8.7,701.0,5.5,701.0,14.4,605.0,10.6,701.0,23.0,514.0,37.150000000000006,155.0,66.3,7280.0,23.2,1139.0,22.1,725.0,74.4,455.0,58.7,667.0,37.0,1239.0,United States,26819,20.6,6,0.888888889,United States
1100.5,1300.5,University of Novi Sad,Serbia,XL,FC,HI,4.0,A,8.8,601.0,3.6,601.0,9.3,701.0,3.4,701.0,18.6,606.0,14.4,632.0,47.5,330.0,9.0,701.0,2.2,701.0,37.150000000000006,1501.0,66.3,17690.0,19.0,1466.0,11.7,1444.0,29.1,1465.0,36.4,1064.0,33.6,1369.0,Serbia,47978,15.1,1,0.888888889,Serbia
1100.5,1100.5,University of Pardubice,Czech Republic,M,FO,VH,4.0,A,4.8,601.0,2.6,601.0,39.8,398.0,3.3,701.0,11.5,701.0,11.1,689.0,1.1,701.0,7.8,701.0,1.0,701.0,37.150000000000006,1501.0,66.3,17880.0,21.1,1297.0,17.7,934.0,17.7,1717.0,30.0,1183.0,39.8,1122.0,Czech Republic,7375,13.5,10,0.888888889,Czech Republic
1100.5,1100.5,University of Primorska,Slovenia,M,CO,HI,3.0,A,3.1,601.0,2.3,601.0,9.4,701.0,5.1,701.0,26.3,520.0,28.6,435.0,5.7,701.0,67.8,80.0,1.4,701.0,37.150000000000006,1501.0,66.3,18080.0,16.4,1672.0,14.9,1136.0,26.5,1526.0,21.9,1444.0,61.8,547.0,Slovenia,5805,15.3,18,0.888888889,Slovenia
1100.5,1100.5,University of Regina,Canada,L,CO,HI,3.0,A,3.5,601.0,2.9,601.0,4.0,701.0,21.2,542.0,8.8,701.0,41.1,338.0,5.7,701.0,8.3,701.0,19.9,545.0,37.150000000000006,155.0,66.3,9550.0,17.8,1571.0,19.5,840.0,62.9,709.0,36.1,1074.0,71.0,391.0,Canada,14167,24.6,26,0.888888889,Canada
1100.5,585.5,University of the Free State,South Africa,L,FO,VH,5.0,A,5.6,601.0,6.6,601.0,3.5,701.0,7.9,701.0,18.6,606.0,4.9,701.0,66.4,211.0,9.6,701.0,19.9,545.0,37.150000000000006,155.0,66.3,8630.0,22.4,1192.0,18.7,881.0,56.4,859.0,26.9,1261.0,51.7,749.0,South Africa,33247,35.6,2,0.888888889,South Africa
1100.5,1100.5,University of Toledo,United States,L,FC,HI,4.0,A,3.8,601.0,4.4,601.0,8.7,701.0,21.4,538.0,9.6,701.0,8.8,701.0,5.1,701.0,10.3,701.0,19.9,545.0,37.150000000000006,155.0,66.3,7810.0,35.7,438.0,16.7,996.0,54.5,898.0,68.8,460.0,56.7,649.0,United States,16199,17.0,9,0.888888889,United States
1100.5,1100.5,University of Wolverhampton,United Kingdom,L,CO,HI,5.0,A,3.4,601.0,3.2,601.0,10.4,701.0,9.4,701.0,34.7,457.0,72.1,200.0,3.7,701.0,8.8,701.0,1.4,701.0,37.150000000000006,155.0,66.3,7950.0,19.1,1464.0,14.7,1151.0,64.7,680.0,40.7,964.0,81.1,238.0,United Kingdom,15115,16.7,28,0.888888889,United Kingdom
